Address,SubArea,Price,DaysOnMarket,Bedrooms,Bathrooms,FloorArea,YearBuilt,Age,Locker,Parking,MaintenanceFees,SalePricePerSquareFoot,List Price,Sold Price,Sold Date,View,VwSpecify,ValueOfView,ValueOfSubArea,Sold Timestamp
902 1225 RICHARDS STREET,VVWDT,765000,29.0,1.0,1.0,632.0,2004.0,13,1.0,1.0,2.7539,12.1044,77.988,76.5,2017-11-21,Yes,UNOBSTRUCTED VIEWS OF THE PARK,1.0,2.0,1511222400.0
302 1230 HAMILTON STREET,VVWYA,765000,43.0,1.0,1.0,780.0,1993.0,24,0.0,1.0,3.8708,9.8077,79.9,76.5,2017-10-04,Yes,SERENE LEAFY TREES,1.0,4.0,1507075200.0
2306 2055 PENDRELL STREET,VVWWE,768000,47.0,1.0,1.0,815.0,1965.0,52,1.0,1.0,4.8919,9.423300000000001,75.99,76.8,2017-10-31,Yes,"ENGLISH BAY, MOUNTAINS, CITY",2.0,3.0,1509408000.0
1253 38 SMITHE STREET,VVWDT,768888,1.0,1.0,1.0,590.0,2016.0,2,1.0,1.0,2.67,13.032,76.8888,76.8888,2017-09-16,Yes,FALSE CREEK,1.0,2.0,1505520000.0
508 1351 CONTINENTAL STREET,VVWDT,770000,1.0,1.0,1.0,626.0,2013.0,5,1.0,1.0,2.6603,12.3003,75.0,77.0,2017-12-28,Yes,CITY VIEW,2.0,2.0,1514419200.0
1708 999 SEYMOUR STREET,VVWDT,770000,7.0,1.0,1.0,647.0,2014.0,3,1.0,1.0,2.6587,11.9011,75.0,77.0,2017-09-18,Yes,CITY VIEW,2.0,2.0,1505692800.0
2001 1008 CAMBIE STREET,VVWYA,771000,5.0,1.0,1.0,725.0,1997.0,20,0.0,1.0,3.745,10.634500000000001,72.9995,77.1,2017-10-30,Yes,NW CITY/MTNS OVER YALETOWN,2.0,4.0,1509321600.0
201 1396 BURNABY STREET,VVWWE,772500,59.0,2.0,1.0,861.0,1977.0,41,1.0,1.0,4.1333,8.972100000000001,78.8,77.25,2017-12-29,Yes,,1.0,3.0,1514505600.0
301 583 BEACH CRESCENT,VVWYA,774500,39.0,1.0,1.0,772.0,2005.0,12,0.0,1.0,3.35,10.0324,78.0,77.45,2017-09-29,No,,-1.0,4.0,1506643200.0
211 1500 PENDRELL STREET,VVWWE,775000,6.0,2.0,1.0,864.0,1981.0,36,1.0,1.0,4.1075,8.9699,79.99,77.5,2017-11-06,,,0.0,3.0,1509926400.0
2513 610 GRANVILLE STREET,VVWDT,775000,105.0,1.0,1.0,697.0,2006.0,11,1.0,2.0,3.1288,11.119100000000001,88.8,77.5,2017-09-25,Yes,"CITY, OCEAN & MOUNTAIN VIEWS!",2.0,2.0,1506297600.0
2911 928 BEATTY STREET,VVWYA,775000,2.0,1.0,1.0,617.0,2005.0,12,1.0,1.0,3.3083,12.560799999999999,78.0,77.5,2017-11-08,Yes,"WATER, MARINA & CITY",2.0,4.0,1510099200.0
314 1238 SEYMOUR STREET,VVWDT,775000,11.0,1.0,1.0,869.0,1996.0,21,0.0,1.0,3.9553,8.9183,74.99,77.5,2017-10-09,,,0.0,2.0,1507507200.0
202 1238 BURRARD STREET,VVWDT,775900,4.0,2.0,2.0,753.0,2003.0,14,0.0,1.0,3.94,10.3041,78.88,77.59,2017-12-11,Yes,COURTYARD,1.0,2.0,1512950400.0
306 68 SMITHE STREET,VVWDT,778000,8.0,1.0,1.0,560.0,2016.0,1,1.0,0.0,2.6236,13.8929,69.9,77.8,2017-11-08,Yes,RIVIERA DECK VIEW,1.0,2.0,1510099200.0
907 811 HELMCKEN STREET,VVWDT,780000,5.0,2.0,2.0,837.0,1994.0,23,0.0,1.0,4.2988,9.318999999999999,74.9,78.0,2017-09-25,Yes,CITY & GARDEN,2.0,2.0,1506297600.0
407 1188 HOWE STREET,VVWDT,780000,14.0,2.0,2.0,818.0,1994.0,23,1.0,1.0,4.0983,9.535499999999999,80.9,78.0,2017-10-11,,,0.0,2.0,1507680000.0
313 819 HAMILTON STREET,VVWDT,780000,8.0,2.0,2.0,850.0,1998.0,19,1.0,1.0,3.8069,9.176499999999999,77.5,78.0,2017-11-07,Yes,ROBSON ST AND VAN LIBRARY,1.0,2.0,1510012800.0
1602 1033 MARINASIDE CRESCENT,VVWYA,780000,7.0,1.0,1.0,597.0,2001.0,16,0.0,1.0,2.6282,13.0653,72.85,78.0,2017-11-28,Yes,WATER & CITY,2.0,4.0,1511827200.0
1001 1028 BARCLAY STREET,VVWWE,785000,11.0,1.0,1.0,668.0,2011.0,6,0.0,1.0,2.5646,11.7515,72.5,78.5,2017-09-18,Yes,COURTYARD & CITY VIEW,2.0,3.0,1505692800.0
202 1230 HAMILTON STREET,VVWYA,787000,25.0,1.0,1.0,822.0,1993.0,24,0.0,0.0,4.2234,9.5742,79.7,78.7,2017-12-15,,,0.0,4.0,1513296000.0
902 1189 HOWE STREET,VVWDT,788000,14.0,2.0,2.0,792.0,1999.0,18,0.0,1.0,3.9437,9.9495,79.9,78.8,2017-09-07,Yes,CITY VIEWS,2.0,2.0,1504742400.0
2103 1480 HOWE STREET,VVWYA,789000,115.0,1.0,1.0,513.0,2019.0,0,1.0,0.0,2.9245,15.3801,78.99,78.9,2017-10-27,Yes,GRANVILLE ISLAND & ENGLISH BAY,1.0,4.0,1509062400.0
203 1275 HAMILTON STREET,VVWYA,790000,4.0,1.0,1.0,676.0,2003.0,14,1.0,1.0,3.0158,11.6864,78.5,79.0,2017-10-15,,,0.0,4.0,1508025600.0
1207 788 RICHARDS STREET,VVWDT,792000,16.0,1.0,1.0,617.0,2008.0,10,0.0,1.0,3.7061,12.836300000000001,80.0,79.2,2017-12-29,Yes,NORTH CITY VIEWS,2.0,2.0,1514505600.0
3803 1289 HORNBY STREET,VVWDT,795000,15.0,1.0,1.0,554.0,2020.0,0,0.0,1.0,3.0745999999999998,14.3502,82.8,79.5,2017-11-22,Yes,BEAUTIFUL CITY VIEWS,2.0,2.0,1511308800.0
1009 189 DAVIE STREET,VVWYA,797500,17.0,1.0,1.0,722.0,1999.0,18,1.0,1.0,3.7788,11.0457,79.998,79.75,2017-10-06,Yes,CITY AND WATER VIEWS,2.0,4.0,1507248000.0
3005 1008 CAMBIE STREET,VVWYA,798000,7.0,1.0,1.0,760.0,1997.0,20,0.0,1.0,3.8698,10.5,73.88,79.8,2017-10-23,Yes,SOUTH FALSE CREEK WATER & CITY,2.0,4.0,1508716800.0
208 63 KEEFER PLACE,VVWDT,798000,11.0,2.0,2.0,912.0,2000.0,17,1.0,1.0,5.4446,8.75,80.99,79.8,2017-09-12,Yes,PARK,1.0,2.0,1505174400.0
210 1178 HAMILTON STREET,VVWYA,799000,2.0,1.0,1.0,888.0,1994.0,23,0.0,1.0,5.274500000000001,8.9977,79.9,79.9,2017-11-10,Yes,YALETOWN,1.0,4.0,1510272000.0
2202 550 TAYLOR STREET,VVWDT,799000,0.0,2.0,2.0,789.0,2005.0,12,1.0,1.0,3.4316000000000004,10.1267,79.98,79.9,2017-09-11,Yes,WATER & CITY VIEW,2.0,2.0,1505088000.0
306 555 JERVIS STREET,VVWCB,799888,7.0,1.0,1.0,710.0,1996.0,21,1.0,1.0,4.0533,11.265999999999998,79.9888,79.9888,2017-12-12,Yes,CITY AND WATER (WINTER),2.0,1.0,1513036800.0
306 1495 RICHARDS STREET,VVWYA,800000,4.0,1.0,1.0,754.0,2004.0,13,1.0,1.0,3.85,10.6101,79.8,80.0,2017-09-10,No,,-1.0,4.0,1505001600.0
2101 2055 PENDRELL STREET,VVWWE,800000,14.0,1.0,1.0,703.0,1965.0,52,1.0,1.0,4.3929,11.3798,79.8,80.0,2017-10-02,Yes,"ENGLISH BAY, SKYLINE & MTNS",1.0,3.0,1506902400.0
2109 939 HOMER STREET,VVWYA,800000,15.0,2.0,1.0,771.0,1997.0,20,1.0,1.0,3.7495,10.3761,75.99,80.0,2017-11-23,Yes,CITY,2.0,4.0,1511395200.0
907 788 HAMILTON STREET,VVWDT,800000,7.0,1.0,1.0,787.0,2009.0,8,0.0,2.0,2.8187,10.1652,79.98,80.0,2017-12-11,Yes,CITY,2.0,2.0,1512950400.0
2205 833 SEYMOUR STREET,VVWDT,800000,33.0,1.0,1.0,718.0,2011.0,6,0.0,1.0,2.4128,11.142100000000001,79.9,80.0,2017-11-05,Yes,CITY,2.0,2.0,1509840000.0
2903 108 W CORDOVA STREET,VVWDT,801000,7.0,1.0,1.0,706.0,2009.0,8,0.0,1.0,3.8116000000000003,11.3456,76.8,80.1,2017-10-17,Yes,NORTH EAST,1.0,2.0,1508198400.0
209 1055 RICHARDS STREET,VVWDT,803000,10.0,1.0,1.0,609.0,2009.0,8,1.0,1.0,2.7385,13.185599999999999,69.8,80.3,2017-11-13,No,,-1.0,2.0,1510531200.0
407 1275 HAMILTON STREET,VVWYA,805000,10.0,1.0,1.0,676.0,2002.0,15,1.0,1.0,3.0158,11.908299999999999,79.9,80.5,2017-12-08,Yes,WATER AND PARK,3.0,4.0,1512691200.0
807 788 HAMILTON STREET,VVWDT,805000,7.0,2.0,1.0,774.0,2009.0,8,0.0,1.0,2.8188,10.4005,79.99,80.5,2017-11-06,Yes,CITY,2.0,2.0,1509926400.0
305 1228 MARINASIDE CRESCENT,VVWYA,808000,8.0,1.0,1.0,645.0,1998.0,19,0.0,1.0,3.2495,12.5271,79.9,80.8,2017-11-01,Yes,CITY,2.0,4.0,1509494400.0
1710 788 HAMILTON STREET,VVWDT,810000,12.0,1.0,1.0,733.0,2009.0,8,0.0,1.0,2.6622000000000003,11.0505,75.0,81.0,2017-11-14,Yes,OPEN CITY VIEWS,2.0,2.0,1510617600.0
1103 811 HELMCKEN STREET,VVWDT,813000,11.0,2.0,2.0,860.0,1996.0,22,0.0,1.0,4.3944,9.4535,81.4888,81.3,2017-12-07,Yes,CITY,2.0,2.0,1512604800.0
1002 233 ROBSON STREET,VVWDT,815000,39.0,2.0,1.0,873.0,2009.0,8,0.0,1.0,3.406,9.3356,84.99,81.5,2017-10-16,Yes,MOUNTAIN & CITY,2.0,2.0,1508112000.0
2603 1480 HOWE STREET,VVWYA,815000,249.0,1.0,1.0,513.0,2019.0,0,1.0,0.0,2.9245,15.8869,82.0,81.5,2017-11-25,Yes,GRANVILLE ISLAND & ENGLISH BAY,1.0,4.0,1511568000.0
1506 68 SMITHE STREET,VVWDT,815000,6.0,1.0,1.0,565.0,2016.0,1,1.0,1.0,2.6236,14.4248,69.9,81.5,2017-09-11,Yes,FALSE CREEK OCEAN VIEW,3.0,2.0,1505088000.0
202 1001 RICHARDS STREET,VVWDT,816000,7.0,1.0,1.0,598.0,2004.0,13,1.0,1.0,3.0273000000000003,13.6455,69.8,81.6,2017-12-11,,,0.0,2.0,1512950400.0
1102 233 ROBSON STREET,VVWDT,818000,2.0,2.0,1.0,873.0,2009.0,8,0.0,1.0,3.406,9.37,82.8,81.8,2017-11-08,,,0.0,2.0,1510099200.0
3307 33 SMITHE STREET,VVWYA,818000,72.0,1.0,1.0,705.0,2008.0,9,0.0,1.0,3.2073,11.6028,84.8,81.8,2017-12-17,Yes,"CITY, MOUNTAIN, WATER",2.0,4.0,1513468800.0
301 1165 BURNABY STREET,VVWWE,820000,36.0,2.0,2.0,955.0,1975.0,42,1.0,1.0,6.2554,8.5864,85.0,82.0,2017-09-26,Yes,MOUNTAIN AND CITY VIEWS,2.0,3.0,1506384000.0
2405 788 RICHARDS STREET,VVWDT,820000,1.0,1.0,1.0,640.0,2008.0,9,0.0,1.0,3.5378,12.8125,78.8,82.0,2017-10-17,Yes,CITYSCAPE,2.0,2.0,1508198400.0
805 1189 MELVILLE STREET,VVWCB,820000,28.0,1.0,1.0,669.0,2007.0,10,1.0,1.0,3.7710000000000004,12.257100000000001,82.9,82.0,2017-11-14,Yes,CITY,2.0,1.0,1510617600.0
1907 583 BEACH CRESCENT,VVWYA,825000,122.0,1.0,1.0,740.0,2004.0,13,1.0,1.0,3.3044,11.148599999999998,83.2,82.5,2017-10-20,Yes,"WATER, CITY, MOUNTAINS",2.0,4.0,1508457600.0
1105 1189 MELVILLE STREET,VVWCB,825000,1.0,1.0,1.0,673.0,2007.0,10,1.0,1.0,3.7710000000000004,12.2585,83.49,82.5,2017-12-06,,,0.0,1.0,1512518400.0
1005 1028 BARCLAY STREET,VVWWE,828000,1.0,1.0,1.0,780.0,2011.0,7,0.0,1.0,3.19,10.6154,83.9,82.8,2017-12-22,Yes,CITY & MOUNTAIN,2.0,3.0,1513900800.0
204 538 SMITHE STREET,VVWDT,828000,24.0,2.0,1.0,978.0,2008.0,9,1.0,1.0,4.2863,8.4663,79.9,82.8,2017-11-13,Yes,TREED COURTYARD,1.0,2.0,1510531200.0
3006 689 ABBOTT STREET,VVWDT,830000,54.0,2.0,2.0,851.0,2009.0,8,0.0,1.0,3.7163,9.7532,86.8,83.0,2017-09-05,Yes,"FALSE CREEK, CITY HALL",2.0,2.0,1504569600.0
2005 833 HOMER STREET,VVWDT,830000,4.0,1.0,1.0,694.0,2010.0,7,0.0,1.0,3.2239999999999998,11.9597,84.68,83.0,2017-11-20,Yes,CITY & WATER VIEWS,2.0,2.0,1511136000.0
401 1367 ALBERNI STREET,VVWWE,832000,64.0,2.0,2.0,748.0,1999.0,19,1.0,1.0,3.96,11.123,79.9,83.2,2017-12-19,Yes,CITY & OCEAN,2.0,3.0,1513641600.0
3006 833 SEYMOUR STREET,VVWDT,835000,8.0,1.0,1.0,751.0,2011.0,6,0.0,1.0,2.4859,11.1185,73.99,83.5,2017-09-26,Yes,CITY W/BONUS WATER & MOUNTAINS,2.0,2.0,1506384000.0
601 999 SEYMOUR STREET,VVWDT,837000,13.0,2.0,1.0,761.0,2014.0,3,0.0,0.0,3.1093,10.9987,83.8,83.7,2017-11-13,Yes,CITY,2.0,2.0,1510531200.0
1008 1088 RICHARDS STREET,VVWYA,838000,7.0,2.0,1.0,703.0,2011.0,6,0.0,1.0,2.6658,11.9203,79.8,83.8,2017-09-19,Yes,CITY AND WATER,2.0,4.0,1505779200.0
603 560 CARDERO STREET,VVWCB,838888,13.0,1.0,1.0,705.0,1998.0,19,1.0,1.0,3.9132,11.8991,83.8888,83.8888,2017-10-10,Yes,CITY AND SOME COURTYARD,2.0,1.0,1507593600.0
2806 111 W GEORGIA STREET,VVWDT,840000,16.0,2.0,1.0,806.0,2007.0,10,0.0,1.0,3.6489,10.421800000000001,84.9,84.0,2017-09-12,Yes,"CITY, MOUNTAIN, WATER",2.0,2.0,1505174400.0
1001 1221 BIDWELL STREET,VVWWE,840000,17.0,1.0,1.0,589.0,2014.0,3,1.0,1.0,3.3905000000000003,14.261500000000002,89.99,84.0,2017-09-27,Yes,ENGLISH BAY + DOWNTOWN VIEWS,1.0,3.0,1506470400.0
1001 1055 RICHARDS STREET,VVWDT,841000,22.0,1.0,1.0,721.0,2009.0,8,1.0,1.0,3.1786000000000003,11.6644,85.1,84.1,2017-12-07,Yes,SOUTH WEST CITY VIEWS,2.0,2.0,1512604800.0
3109 1480 HOWE STREET,VVWYA,841740,0.0,1.0,2.0,506.0,2019.0,0,0.0,1.0,2.8636,16.6352,85.0,84.174,2017-09-03,,,0.0,4.0,1504396800.0
401 888 HAMILTON STREET,VVWDT,842000,5.0,2.0,2.0,977.0,1993.0,24,0.0,1.0,3.6394,8.6182,82.8,84.2,2017-10-23,Yes,CITY VIEW,2.0,2.0,1508716800.0
2908 1308 HORNBY STREET,VVWDT,845000,9.0,1.0,1.0,573.0,2014.0,3,0.0,1.0,2.5504,14.7469,84.99,84.5,2017-11-16,Yes,FRONT ROW OCEAN & CITY VIEWS,2.0,2.0,1510790400.0
701 999 SEYMOUR STREET,VVWDT,846000,6.0,2.0,1.0,761.0,2014.0,3,0.0,0.0,3.1093,11.117,83.8,84.6,2017-10-18,Yes,CITY,2.0,2.0,1508284800.0
1802 58 KEEFER PLACE,VVWDT,849000,9.0,2.0,2.0,858.0,2007.0,10,0.0,1.0,3.9697000000000005,9.8951,84.9,84.9,2017-10-04,Yes,"VIEW OF WATER, PARK, CITY",2.0,2.0,1507075200.0
2805 668 CITADEL PARADE,VVWDT,850000,81.0,2.0,1.0,757.0,2007.0,11,0.0,1.0,3.4010000000000002,11.228499999999999,85.8,85.0,2017-12-05,,,0.0,2.0,1512432000.0
1501 111 W GEORGIA STREET,VVWDT,850000,19.0,2.0,1.0,815.0,2007.0,10,0.0,0.0,3.6925,10.429400000000001,82.0,85.0,2017-11-07,Yes,"WATER AND CITY, FALSE CREEK",2.0,2.0,1510012800.0
1304 555 JERVIS STREET,VVWCB,850000,16.0,1.0,1.0,589.0,1996.0,21,1.0,1.0,3.3593,14.431199999999999,89.8,85.0,2017-10-08,Yes,WATER VIEW,3.0,1.0,1507420800.0
904 939 HOMER STREET,VVWYA,850000,9.0,2.0,2.0,903.0,1998.0,19,0.0,1.0,4.3915,9.4131,86.8,85.0,2017-09-21,,,0.0,4.0,1505952000.0
302 1055 HOMER STREET,VVWYA,850001,7.0,1.0,1.0,752.0,2003.0,14,1.0,1.0,3.4898000000000002,11.303199999999999,75.0,85.0001,2017-09-12,No,,-1.0,4.0,1505174400.0
1001 161 W GEORGIA STREET,VVWDT,858000,7.0,2.0,1.0,787.0,2012.0,5,0.0,1.0,4.0,10.9022,84.9,85.8,2017-11-14,Yes,MOUNTAIN/CITY/WATER,2.0,2.0,1510617600.0
801 1372 SEYMOUR STREET,VVWDT,858000,6.0,2.0,2.0,795.0,2013.0,4,1.0,1.0,3.2004,10.7925,89.99,85.8,2017-09-11,Yes,CITYSCAPE,2.0,2.0,1505088000.0
903 930 CAMBIE STREET,VVWYA,858000,12.0,2.0,2.0,1105.0,1994.0,23,0.0,1.0,5.4733,7.7647,78.88,85.8,2017-09-13,Yes,SOUTHWEST,1.0,4.0,1505260800.0
2207 1111 ALBERNI STREET,VVWWE,858000,6.0,1.0,1.0,594.0,2008.0,9,1.0,1.0,4.77,14.4444,79.8,85.8,2017-09-11,Yes,CITY,2.0,3.0,1505088000.0
1606 1367 ALBERNI STREET,VVWWE,860000,8.0,2.0,2.0,750.0,1999.0,18,1.0,1.0,4.0198,11.466700000000001,79.9,86.0,2017-11-28,Yes,CITY VIEW,2.0,3.0,1511827200.0
505 1205 HOWE STREET,VVWDT,860000,12.0,2.0,2.0,878.0,2010.0,7,1.0,1.0,4.2026,9.795,87.8,86.0,2017-10-02,,,0.0,2.0,1506902400.0
901 1166 MELVILLE STREET,VVWCB,860000,46.0,2.0,2.0,800.0,1997.0,21,1.0,1.0,3.6361000000000003,10.75,88.9,86.0,2017-12-23,Yes,CORRIDOR WATER VIEW/STANLEY PK,3.0,1.0,1513987200.0
2706 928 RICHARDS STREET,VVWYA,865000,4.0,1.0,2.0,770.0,2000.0,17,1.0,1.0,3.783,11.2338,84.9,86.5,2017-09-09,Yes,"FALSE CREEK, ENGLISH BAY",1.0,4.0,1504915200.0
1204 939 HOMER STREET,VVWYA,865000,25.0,2.0,2.0,898.0,1998.0,19,1.0,1.0,4.3185,9.6325,88.8,86.5,2017-10-07,Yes,"CITY, MOUNTAIN, WATER",2.0,4.0,1507334400.0
1604 1010 BURNABY STREET,VVWWE,865000,8.0,2.0,2.0,1000.0,1990.0,27,0.0,1.0,5.0626,8.65,85.0,86.5,2017-09-19,Yes,CITY AND MOUNTAIN VIEWS,2.0,3.0,1505779200.0
906 867 HAMILTON STREET,VVWDT,866000,8.0,2.0,2.0,1008.0,1994.0,23,1.0,1.0,4.370299999999999,8.5913,82.8,86.6,2017-09-19,,,0.0,2.0,1505779200.0
1701 1200 ALBERNI STREET,VVWWE,870000,1.0,2.0,2.0,743.0,1998.0,19,0.0,1.0,3.6963999999999997,11.7093,85.0,87.0,2017-11-10,Yes,CITY - SOUTHEAST,2.0,3.0,1510272000.0
1903 930 CAMBIE STREET,VVWYA,871600,51.0,2.0,2.0,1089.0,1994.0,23,0.0,1.0,5.350700000000001,8.0037,88.8,87.16,2017-11-09,Yes,CITY,2.0,4.0,1510185600.0
313 928 RICHARDS STREET,VVWYA,874000,7.0,1.0,1.0,817.0,2000.0,18,1.0,1.0,3.7628,10.6977,87.4,87.4,2017-12-04,No,,-1.0,4.0,1512345600.0
405 488 HELMCKEN STREET,VVWYA,875000,10.0,2.0,2.0,900.0,1995.0,22,1.0,1.0,4.1585,9.7222,84.8,87.5,2017-11-06,No,,-1.0,4.0,1509926400.0
2703 58 KEEFER PLACE,VVWDT,875000,5.0,2.0,2.0,856.0,2007.0,10,1.0,1.0,4.02,10.222000000000001,85.99,87.5,2017-11-26,Yes,"MOUNTAIN, WATER AND CITY",2.0,2.0,1511654400.0
1404 1010 BURNABY STREET,VVWWE,875000,1.0,2.0,2.0,971.0,1991.0,26,0.0,1.0,5.06,9.0113,90.0,87.5,2017-11-02,Yes,CITY - NE,2.0,3.0,1509580800.0
3301 188 KEEFER PLACE,VVWDT,875000,32.0,2.0,2.0,843.0,2009.0,8,1.0,2.0,3.6692,10.3796,89.8888,87.5,2017-11-07,Yes,SPECT 33RD FLR 8TH & WST,1.0,2.0,1510012800.0
501 833 SEYMOUR STREET,VVWDT,878000,1.0,2.0,2.0,1125.0,2011.0,6,0.0,1.0,3.8385000000000002,7.8044,86.88,87.8,2017-09-06,Yes,CITY VIEWS,2.0,2.0,1504656000.0
602 1211 MELVILLE STREET,VVWCB,878000,22.0,1.0,1.0,680.0,2008.0,9,1.0,1.0,3.25,12.911800000000001,89.9,87.8,2017-11-28,Yes,"S, E..S,W..",1.0,1.0,1511827200.0
1704 811 HELMCKEN STREET,VVWDT,880000,27.0,2.0,2.0,811.0,1995.0,22,1.0,1.0,4.0121,10.8508,88.8,88.0,2017-09-05,Yes,CITY,2.0,2.0,1504569600.0
505 1238 MELVILLE STREET,VVWCB,880000,12.0,2.0,2.0,876.0,1996.0,21,0.0,1.0,4.1111,10.0457,91.5,88.0,2017-09-23,Yes,QUIET GARDEN OUTLOOK,1.0,1.0,1506124800.0
1903 550 PACIFIC STREET,VVWYA,880000,32.0,1.0,1.0,748.0,2005.0,12,1.0,1.0,3.4739,11.7647,87.99,88.0,2017-11-18,Yes,FALSE CREEK TO ENGLISH BAY,1.0,4.0,1510963200.0
1706 602 CITADEL PARADE,VVWDT,880000,6.0,2.0,1.0,807.0,2007.0,10,0.0,1.0,3.7763,10.9046,88.888,88.0,2017-12-11,Yes,MOUNTAIN AND CITY VIEWS,2.0,2.0,1512950400.0
2707 58 KEEFER PLACE,VVWDT,880000,5.0,2.0,2.0,860.0,2008.0,9,0.0,2.0,3.7687,10.2326,85.9,88.0,2017-10-23,Yes,"MOUNTAINS, WATER & CITY",2.0,2.0,1508716800.0
1008 1720 BARCLAY STREET,VVWWE,880000,67.0,2.0,2.0,1208.0,1970.0,48,0.0,3.0,8.2,7.284800000000001,89.9999,88.0,2017-11-15,Yes,"ENGLISH BAY, CITY, MOUNTAINS",2.0,3.0,1510704000.0
2405 888 HAMILTON STREET,VVWDT,880000,2.0,2.0,2.0,980.0,1993.0,24,1.0,1.0,3.7001999999999997,8.9796,79.9,88.0,2017-11-29,Yes,CITY & NORTH SHORE MOUNTAINS,2.0,2.0,1511913600.0
3207 188 KEEFER PLACE,VVWDT,880000,9.0,2.0,2.0,835.0,2009.0,8,0.0,1.0,3.6692,10.538900000000002,79.9,88.0,2017-09-24,Yes,-,1.0,2.0,1506211200.0
2203 550 PACIFIC STREET,VVWYA,880000,17.0,1.0,1.0,749.0,2005.0,12,1.0,1.0,3.4739,11.749,88.8,88.0,2017-10-02,Yes,WATER/PARK/MTNS/CITY,2.0,4.0,1506902400.0
2307 1189 MELVILLE STREET,VVWCB,885000,5.0,1.0,1.0,722.0,2007.0,10,0.0,1.0,3.5,12.2576,88.9,88.5,2017-12-13,Yes,SOME WATER/MTN/CITY,2.0,1.0,1513123200.0
2006 928 RICHARDS STREET,VVWYA,886000,11.0,2.0,2.0,765.0,2000.0,17,0.0,1.0,3.7881,11.581700000000001,86.8,88.6,2017-11-07,Yes,CITY & SOME WATER,2.0,4.0,1510012800.0
505 833 SEYMOUR STREET,VVWDT,888000,0.0,2.0,2.0,1094.0,2011.0,6,0.0,1.0,3.7289,8.117,87.99,88.8,2017-09-14,Yes,CITY VIEWS,2.0,2.0,1505347200.0
607 1351 CONTINENTAL STREET,VVWDT,890000,11.0,1.0,2.0,842.0,2013.0,4,1.0,1.0,3.9983,10.5701,88.9,89.0,2017-11-10,Yes,CITY VIEWS,2.0,2.0,1510272000.0
901 1838 NELSON STREET,VVWWE,890000,71.0,2.0,2.0,881.0,1990.0,27,1.0,1.0,4.5377,10.1022,92.5,89.0,2017-11-07,Yes,CITY & MOUNTAINS,2.0,3.0,1510012800.0
1207 535 SMITHE STREET,VVWDT,895000,8.0,2.0,2.0,747.0,2010.0,7,1.0,0.0,3.24,11.981300000000001,89.9,89.5,2017-11-02,Yes,EXPANSIVE SOUTHWEST VIEWS,1.0,2.0,1509580800.0
1001 907 BEACH AVENUE,VVWYA,895000,10.0,2.0,2.0,833.0,1994.0,23,0.0,2.0,3.7738,10.7443,89.9,89.5,2017-11-04,Yes,WEST FACING WATER VIEW,3.0,4.0,1509753600.0
1402 1455 HOWE STREET,VVWYA,898000,10.0,1.0,1.0,729.0,2007.0,10,1.0,1.0,4.06,12.3182,88.8,89.8,2017-11-20,Yes,CITY,2.0,4.0,1511136000.0
1006 193 AQUARIUS MEWS,VVWYA,898000,7.0,1.0,1.0,727.0,2000.0,17,1.0,1.0,3.2922000000000002,12.3521,91.9,89.8,2017-11-14,Yes,CITY & MARINA,2.0,4.0,1510617600.0
501 1252 HORNBY STREET,VVWDT,900000,3.0,2.0,2.0,911.0,2008.0,9,0.0,1.0,5.7778,9.879299999999999,89.99,90.0,2017-10-13,Yes,CITY,2.0,2.0,1507852800.0
3006 1438 RICHARDS STREET,VVWYA,900000,109.0,1.0,1.0,756.0,2004.0,13,0.0,1.0,3.5307,11.9048,94.88,90.0,2017-10-20,Yes,"OCEAN, CITY & MOUNTAINS",2.0,4.0,1508457600.0
1201 888 HAMILTON STREET,VVWDT,900000,1.0,2.0,2.0,968.0,1993.0,24,1.0,1.0,3.6394,9.2975,88.8,90.0,2017-11-09,Yes,CITY VIEW,2.0,2.0,1510185600.0
102 550 PACIFIC STREET,VVWYA,900000,0.0,1.0,1.0,830.0,2005.0,12,0.0,1.0,3.8710000000000004,10.843399999999999,89.9,90.0,2017-11-14,Yes,GARDENS,1.0,4.0,1510617600.0
401 535 SMITHE STREET,VVWDT,900000,104.0,1.0,1.0,818.0,2010.0,7,1.0,1.0,3.7335000000000003,11.0024,99.0,90.0,2017-10-24,,,0.0,2.0,1508803200.0
1102 1420 W GEORGIA STREET,VVWWE,900000,7.0,2.0,2.0,801.0,2003.0,14,1.0,2.0,3.6992000000000003,11.235999999999999,98.88,90.0,2017-11-21,Yes,WATER & MOUNTAIN VIEW,2.0,3.0,1511222400.0
1202 1211 MELVILLE STREET,VVWCB,900889,8.0,1.0,1.0,683.0,2008.0,9,1.0,1.0,3.2599,13.190199999999999,82.5,90.0889,2017-11-28,,SW,0.0,1.0,1511827200.0
1504 1200 ALBERNI STREET,VVWWE,901000,2.0,2.0,2.0,742.0,1997.0,20,1.0,0.0,3.3963,12.1429,78.0,90.1,2017-10-14,,,0.0,3.0,1507939200.0
1201 1211 MELVILLE STREET,VVWCB,905000,3.0,1.0,1.0,704.0,2008.0,9,1.0,1.0,3.3632999999999997,12.8551,89.99,90.5,2017-10-13,Yes,CITY AND WATER VIEWS,2.0,1.0,1507852800.0
1405 1010 BURNABY STREET,VVWWE,905000,7.0,2.0,2.0,1079.0,1990.0,27,0.0,2.0,5.599600000000001,8.3874,88.99,90.5,2017-09-25,Yes,CITY,2.0,3.0,1506297600.0
